"10_1: Time (s)","10_1: Force (N)","10_1: GateState","10_1: Distance (m)","10_1: Velocity (m/s)","10_1: Acceleration (m/s²)","10_2: Time (s)","10_2: Force (N)","10_2: GateState","10_2: Distance (m)","10_2: Velocity (m/s)","10_2: Acceleration (m/s²)","10_3: Time (s)","10_3: Force (N)","10_3: GateState","10_3: Distance (m)","10_3: Velocity (m/s)","10_3: Acceleration (m/s²)","10_4: Time (s)","10_4: Force (N)","10_4: GateState","10_4: Distance (m)","10_4: Velocity (m/s)","10_4: Acceleration (m/s²)","20_1: Time (s)","20_1: Force (N)","20_1: GateState","20_1: Distance (m)","20_1: Velocity (m/s)","20_1: Acceleration (m/s²)","20_2: Time (s)","20_2: Force (N)","20_2: GateState","20_2: Distance (m)","20_2: Velocity (m/s)","20_2: Acceleration (m/s²)","20_3: Time (s)","20_3: Force (N)","20_3: GateState","20_3: Distance (m)","20_3: Velocity (m/s)","20_3: Acceleration (m/s²)","20_4: Time (s)","20_4: Force (N)","20_4: GateState","20_4: Distance (m)","20_4: Velocity (m/s)","20_4: Acceleration (m/s²)","30_1: Time (s)","30_1: Force (N)","30_1: GateState","30_1: Distance (m)","30_1: Velocity (m/s)","30_1: Acceleration (m/s²)","30_2: Time (s)","30_2: Force (N)","30_2: GateState","30_2: Distance (m)","30_2: Velocity (m/s)","30_2: Acceleration (m/s²)","30_3: Time (s)","30_3: Force (N)","30_3: GateState","30_3: Distance (m)","30_3: Velocity (m/s)","30_3: Acceleration (m/s²)","30_4: Time (s)","30_4: Force (N)","30_4: GateState","30_4: Distance (m)","30_4: Velocity (m/s)","30_4: Acceleration (m/s²)","40_1: Time (s)","40_1: Force (N)","40_1: GateState","40_1: Distance (m)","40_1: Velocity (m/s)","40_1: Acceleration (m/s²)","40_2: Time (s)","40_2: Force (N)","40_2: GateState","40_2: Distance (m)","40_2: Velocity (m/s)","40_2: Acceleration (m/s²)","40_3: Time (s)","40_3: Force (N)","40_3: GateState","40_3: Distance (m)","40_3: Velocity (m/s)","40_3: Acceleration (m/s²)","40_4: Time (s)","40_4: Force (N)","40_4: GateState","40_4: Distance (m)","40_4: Velocity (m/s)","40_4: Acceleration (m/s²)","50_1: Time (s)","50_1: Force (N)","50_1: GateState","50_1: Distance (m)","50_1: Velocity (m/s)","50_1: Acceleration (m/s²)","50_2: Time (s)","50_2: Force (N)","50_2: GateState","50_2: Distance (m)","50_2: Velocity (m/s)","50_2: Acceleration (m/s²)","50_3: Time (s)","50_3: Force (N)","50_3: GateState","50_3: Distance (m)","50_3: Velocity (m/s)","50_3: Acceleration (m/s²)","50_4: Time (s)","50_4: Force (N)","50_4: GateState","50_4: Distance (m)","50_4: Velocity (m/s)","50_4: Acceleration (m/s²)"
0.8,0.0479094097682,,,,,0.8,0.0479094097682,,,,,0.8,0.0479094097682,,,,,0.8,0.0479094097682,,,,,0.8,0.0859201811545,,,,,0.8,0.0859201811545,,,,,0.8,0.0732499240257,,,,,0.738405,,0,,,,0.654194,,0,,,,0.66,0.12987013557,,,,,0.68,0.123535007006,,,,,0.782562,,1,0,,,0.7903,,1,0,,,0.68,0.155210649827,,,,,0.78,0.155210649827,,,,,0.7,0.161545778392,,,,,0.625079,,1,0.04,0.376591907259,0.679007399053,0.633102,,1,0.04,0.407438977059,0.732080205761,0.68,0.192825475679,,,,,0.784151,,1,0,,
0.82,0.0356350981747,,,,,0.82,0.0542445383326,,,,,0.82,0.0419702267391,,,,,0.82,0.0542445383326,,,,,0.82,0.0795850525901,,,,,0.82,0.0732499240257,,,,,0.82,0.0795850525901,,,,,0.74,0.0859201811545,,,,,0.66,0.136205264134,,,,,0.672846,,0,,,,0.691,,1,0.03,0.259821305594,0.332940016721,0.799219,,0,,,,0.8,0.148875521263,,,,,0.693928,,1,0.03,0.351202170722,0.40491274544,0.791089,,0,,,,0.70869,,0,,,,0.637516,,0,,,,0.64,0.199160604243,,,,,0.683326,,1,0.03,0.408228338277,0.51912897174,0.794467,,0,,,
0.84,0.0479094097682,,,,,0.84,0.0479094097682,,,,,0.84,0.0419702267391,,,,,0.84,0.0419702267391,,,,,0.84,0.0795850525901,,,,,0.84,0.0859201811545,,,,,0.84,0.0795850525901,,,,,0.758099,,1,0.02,0.271447015097,0.191050323497,0.672614,,1,0.04,0.291168935308,0.461618116339,0.68,0.104529621312,,,,,0.7,0.117199878441,,,,,0.8,0.117199878441,,,,,0.804705,,0,,,,0.7,0.155210649827,,,,,0.8,0.167484961421,,,,,0.72,0.161545778392,,,,,0.64,0.186490347114,,,,,0.644783,,0,,,,0.694868,,0,,,,0.8,0.173820089985,,,,
0.86,0.0479094097682,,,,,0.86,0.0419702267391,,,,,0.86,0.0419702267391,,,,,0.86,0.0356350981747,,,,,0.86,0.0795850525901,,,,,0.86,0.0859201811545,,,,,0.86,0.0795850525901,,,,,0.76,0.0795850525901,,,,,0.68,0.123535007006,,,,,0.690739,,1,0.04,0.300855673245,0.526057771668,0.7091,,0,,,,0.817325,,1,0.01,0.294032515192,0.366501489729,0.82,0.167484961421,,,,,0.707275,,0,,,,0.806151,,1,0.01,0.357279886674,0.496623095625,0.72219,,1,0.03,0.393218107384,0.407004111151,0.651026,,1,0.05,0.393897536926,0.654914030528,0.657127,,1,0.05,0.424886249302,0.720346203649,0.7,0.199160604243,,,,,0.805937,,1,0.01,0.464962228537,0.546392628571
0.88,0.0356350981747,,,,,0.88,0.0479094097682,,,,,0.88,0.0479094097682,,,,,0.88,0.0419702267391,,,,,0.88,0.0795850525901,,,,,0.88,0.0859201811545,,,,,0.88,0.0795850525901,,,,,0.775527,,0,,,,0.688765,,0,,,,0.7,0.12987013557,,,,,0.72,0.12987013557,,,,,0.82,0.117199878441,,,,,0.820532,,1,0.01,0.340558509277,0.647206396276,0.72,0.173820089985,,,,,0.819233,,0,,,,0.734138,,0,,,,0.66,0.199160604243,,,,,0.66,0.199160604243,,,,,0.707452,,1,0.04,0.422866514206,0.694348266795,0.816046,,0,,,
0.9,0.0479094097682,,,,,0.9,0.0356350981747,,,,,0.9,0.0479094097682,,,,,0.9,0.0419702267391,,,,,0.9,0.0859201811545,,,,,0.9,0.0795850525901,,,,,0.9,0.0795850525901,,,,,0.78,0.0795850525901,,,,,0.7,0.12987013557,,,,,0.706368,,0,,,,0.728583,,1,0.04,0.275775888386,0.51609187495,0.833229,,0,,,,0.834045,,0,,,,0.721949,,1,0.04,0.36439113298,0.53644996519,0.82,0.167484961421,,,,,0.74,0.173820089985,,,,,0.663047,,0,,,,0.668298,,0,,,,0.718593,,0,,,,0.82,0.205495732807,,,,
0.92,0.0479094097682,,,,,0.901809,,1,0,,,0.92,0.0479094097682,,,,,0.901547,,1,0,,,0.92,0.0795850525901,,,,,0.92,0.0795850525901,,,,,0.90434,,1,0,,,0.794473,,1,0.03,0.279469105059,0.250038913958,0.706071,,1,0.05,0.30560793708,0.401519748487,0.72,0.136205264134,,,,,0.74,0.12987013557,,,,,0.84,0.12987013557,,,,,0.84,0.161545778392,,,,,0.734995,,0,,,,0.833616,,1,0.02,0.372565223673,0.616454421073,0.747295,,1,0.04,0.40656952184,0.656641732845,0.675899,,1,0.06,0.411711441109,0.777474839598,0.68,0.199160604243,,,,,0.72,0.218165989936,,,,,0.827179,,1,0.02,0.477572687284,0.640921065708
0.934238,,1,0,,,0.92,0.0479094097682,,,,,0.94,0.0419702267391,,,,,0.92,0.0419702267391,,,,,0.94,0.0859201811545,,,,,0.94,0.0859201811545,,,,,0.92,0.0732499240257,,,,,0.8,0.0859201811545,,,,,0.72,0.117199878441,,,,,0.723064,,1,0.05,0.315140659392,0.357777411442,0.745512,,0,,,,0.850643,,1,0.02,0.306831023143,0.401762388721,0.849119,,1,0.02,0.354677160367,0.340560846846,0.74,0.155210649827,,,,,0.84,0.167484961421,,,,,0.758851,,0,,,,0.68,0.205495732807,,,,,0.680211,,1,0.06,0.440397823371,0.623578078917,0.730658,,1,0.05,0.437666114892,0.581149508474,0.837143,,0,,,
0.94,0.0542445383326,,,,,0.94,0.0479094097682,,,,,0.96,0.0479094097682,,,,,0.94,0.0356350981747,,,,,0.96,0.0859201811545,,,,,0.96,0.0795850525901,,,,,0.926919,,0,,,,0.811306,,0,,,,0.721527,,0,,,,0.73806,,0,,,,0.76,0.123535007006,,,,,0.86,0.123535007006,,,,,0.86,0.155210649827,,,,,0.748859,,1,0.05,0.380772278927,0.681026508072,0.846216,,0,,,,0.76,0.161545778392,,,,,0.687203,,0,,,,0.690798,,0,,,,0.74,0.199160604243,,,,,0.84,0.205495732807,,,,
0.96,0.0292999696103,,,,,0.944042,,0,,,,0.98,0.0419702267391,,,,,0.943716,,0,,,,0.98,0.0859201811545,,,,,0.98,0.0859201811545,,,,,0.94,0.0795850525901,,,,,0.82,0.0859201811545,,,,,0.738118,,1,0.06,0.317264478038,0.32594559665,0.74,0.123535007006,,,,,0.763691,,1,0.05,0.290633255319,0.330288832164,0.865936,,0,,,,0.862445,,0,,,,0.76,0.155210649827,,,,,0.859886,,1,0.03,0.385325668473,0.355029766218,0.771421,,1,0.05,0.421965529658,0.619658343214,0.699655,,1,0.07,0.429007521588,0.678669332751,0.7,0.199160604243,,,,,0.741481,,0,,,,0.847832,,1,0.03,0.49033427343,0.59488837072
0.9775,,0,,,,0.96,0.0419702267391,,,,,1,0.0479094097682,,,,,0.96,0.0419702267391,,,,,1,0.0859201811545,,,,,1,0.0922553097189,,,,,0.951537,,1,0.01,0.216925872679,0.213911862428,0.8297,,1,0.04,0.288180864134,0.244568011165,0.74,0.12987013557,,,,,0.754244,,1,0.06,0.326090101963,0.344560149202,0.779963,,0,,,,0.88,0.123535007006,,,,,0.876942,,1,0.03,0.365123348727,0.410342244888,0.761234,,0,,,,0.86,0.173820089985,,,,,0.78,0.155210649827,,,,,0.7,0.199160604243,,,,,0.702564,,1,0.07,0.455431774284,0.721561357633,0.75317,,1,0.06,0.453890758103,0.860272240862,0.857465,,0,,,
0.98,0.0419702267391,,,,,0.98,0.0479094097682,,,,,1.02,0.0542445383326,,,,,0.98,0.0356350981747,,,,,1.02,0.0795850525901,,,,,1.02,0.0795850525901,,,,,0.96,0.0795850525901,,,,,0.84,0.0732499240257,,,,,0.752901,,0,,,,0.76,0.123535007006,,,,,0.78,0.123535007006,,,,,0.882567,,1,0.03,0.318297663638,0.31660877372,0.88,0.155210649827,,,,,0.774532,,1,0.06,0.396077810028,0.511318064088,0.872106,,0,,,,0.782567,,0,,,,0.710639,,0,,,,0.712873,,0,,,,0.76,0.186490347114,,,,,0.86,0.18015521855,,,,
1,0.0479094097682,,,,,0.9896,,1,0.01,0.118653032093,0.10812360235,1.04,0.0542445383326,,,,,0.989387,,1,0.01,0.118792214567,0.112679030479,1.04,0.0795850525901,,,,,1.04,0.0985904382833,,,,,0.972903,,0,,,,0.845999,,0,,,,0.76,0.123535007006,,,,,0.768642,,0,,,,0.797451,,1,0.06,0.302276168693,0.35945722084,0.897276,,0,,,,0.889838,,0,,,,0.78,0.155210649827,,,,,0.88,0.167484961421,,,,,0.794721,,1,0.06,0.434761531764,0.478710936314,0.72,0.186490347114,,,,,0.72,0.186490347114,,,,,0.763465,,0,,,,0.86798,,1,0.04,0.504572975155,0.818522560933
1.02,0.0419702267391,,,,,1,0.0356350981747,,,,,1.06,0.0356350981747,,,,,1,0.0356350981747,,,,,1.06,0.0859201811545,,,,,1.06,0.0859201811545,,,,,0.98,0.0795850525901,,,,,0.86,0.0859201811545,,,,,0.769143,,1,0.07,0.327331207829,0.322997500271,0.78,0.123535007006,,,,,0.8,0.117199878441,,,,,0.9,0.12987013557,,,,,0.9,0.167484961421,,,,,0.786458,,0,,,,0.885535,,1,0.04,0.395763091733,0.45883613579,0.8,0.155210649827,,,,,0.72255,,1,0.08,0.44086524779,0.357166107489,0.724152,,1,0.08,0.467667714484,0.412025838935,0.77476,,1,0.07,0.469750775415,0.608928065942,0.877301,,0,,,
1.023885,,1,0.01,0.116303859886,0.106087883826,1.02,0.0356350981747,,,,,1.08,0.0419702267391,,,,,1.02,0.0419702267391,,,,,1.08,0.0859201811545,,,,,1.074265,,1,0,,,0.996633,,1,0.02,0.227441089824,0.25243624582,0.863904,,1,0.05,0.2977734218,0.316334670721,0.78,0.117199878441,,,,,0.784429,,1,0.07,0.336134697402,0.320975410809,0.812975,,0,,,,0.913508,,1,0.04,0.329809670389,0.427517579739,0.903921,,1,0.04,0.380296449829,0.714466020909,0.799381,,1,0.07,0.407105380321,0.37624846118,0.897603,,0,,,,0.805514,,0,,,,0.733187,,0,,,,0.734184,,0,,,,0.78,0.211830861372,,,,,0.88,0.205495732807,,,,
1.04,0.0356350981747,,,,,1.028552,,0,,,,1.1,0.0542445383326,,,,,1.028202,,0,,,,1.1,0.0795850525901,,,,,1.08,0.0859201811545,,,,,1,0.0795850525901,,,,,0.879635,,0,,,,0.783656,,0,,,,0.798553,,0,,,,0.82,0.123535007006,,,,,0.92,0.117199878441,,,,,0.916311,,0,,,,0.8,0.161545778392,,,,,0.9,0.155210649827,,,,,0.817438,,1,0.07,0.445311099648,0.450070846834,0.74,0.205495732807,,,,,0.74,0.205495732807,,,,,0.784893,,0,,,,0.88749,,1,0.05,0.518496021548,0.608750262526
1.06,0.0356350981747,,,,,1.04,0.0479094097682,,,,,1.102649,,1,0,,,1.04,0.0479094097682,,,,,1.12,0.0795850525901,,,,,1.098985,,0,,,,1.017307,,0,,,,0.88,0.0859201811545,,,,,0.799246,,1,0.08,0.338869010183,0.443557484596,0.8,0.117199878441,,,,,0.829907,,1,0.07,0.31453499255,0.395954651021,0.927741,,0,,,,0.92,0.173820089985,,,,,0.811188,,0,,,,0.910443,,1,0.05,0.409168063814,0.617522630949,0.82,0.148875521263,,,,,0.745028,,1,0.09,0.453413568149,0.759331833517,0.745337,,1,0.09,0.480023515901,0.754441134591,0.795762,,1,0.08,0.481474824569,0.507541713535,0.896623,,0,,,
1.063574,,0,,,,1.06,0.0479094097682,,,,,1.12,0.0479094097682,,,,,1.06,0.0356350981747,,,,,1.14,0.0922553097189,,,,,1.1,0.0795850525901,,,,,1.02,0.0859201811545,,,,,0.896908,,1,0.06,0.306566640083,0.216523060639,0.8,0.123535007006,,,,,0.813768,,1,0.08,0.348242959207,0.504428441018,0.84,0.12987013557,,,,,0.94,0.123535007006,,,,,0.929597,,1,0.05,0.396239974385,0.527434941612,0.82,0.167484961421,,,,,0.92,0.148875521263,,,,,0.828071,,0,,,,0.755409,,0,,,,0.755104,,0,,,,0.8,0.186490347114,,,,,0.9,0.224105172965,,,,
1.08,0.0356350981747,,,,,1.07087,,1,0.02,0.126928271508,0.0955244698679,1.14,0.0419702267391,,,,,1.070451,,1,0.02,0.127738272598,0.108036898444,1.16,0.0859201811545,,,,,1.12,0.0859201811545,,,,,1.039577,,1,0.03,0.237395136653,0.211146412014,0.9,0.0795850525901,,,,,0.813048,,0,,,,0.82,0.123535007006,,,,,0.844929,,0,,,,0.943255,,1,0.05,0.342177915904,0.404044965365,0.94,0.167484961421,,,,,0.823672,,1,0.08,0.416136266753,0.367309764617,0.922014,,0,,,,0.839645,,1,0.08,0.45437965717,0.366658789927,0.76,0.18015521855,,,,,0.76,0.199160604243,,,,,0.80548,,0,,,,0.906563,,1,0.06,0.530167031005,0.615074983364
1.1,0.0419702267391,,,,,1.08,0.0479094097682,,,,,1.143668,,0,,,,1.08,0.0419702267391,,,,,1.18,0.0795850525901,,,,,1.126063,,1,0.01,0.199409888984,0.245269777639,1.04,0.0795850525901,,,,,0.912314,,0,,,,0.82,0.123535007006,,,,,0.827097,,0,,,,0.86,0.123535007006,,,,,0.957092,,0,,,,0.941525,,0,,,,0.835005,,0,,,,0.934448,,1,0.06,0.424838596484,0.688083090393,0.84,0.161545778392,,,,,0.76669,,1,0.1,0.467613433688,0.551707363125,0.765839,,1,0.1,0.495270858687,0.732959390791,0.816309,,1,0.09,0.492489703676,0.564622505782,0.915397,,0,,,
1.106736,,1,0.02,0.124965479911,0.103001204413,1.1,0.0292999696103,,,,,1.16,0.0356350981747,,,,,1.1,0.0479094097682,,,,,1.2,0.0922553097189,,,,,1.14,0.0795850525901,,,,,1.059381,,0,,,,0.92,0.0985904382833,,,,,0.828207,,1,0.09,0.350746578838,0.376688270355,0.84,0.12987013557,,,,,0.861088,,1,0.08,0.326545763516,0.374435712742,0.96,0.12987013557,,,,,0.954424,,1,0.06,0.407984452753,0.418670376611,0.84,0.173820089985,,,,,0.94,0.155210649827,,,,,0.850031,,0,,,,0.776835,,0,,,,0.775347,,0,,,,0.82,0.192825475679,,,,,0.92,0.192825475679,,,,
1.12,0.0479094097682,,,,,1.107751,,0,,,,1.18,0.0479094097682,,,,,1.106874,,0,,,,1.22,0.0795850525901,,,,,1.149315,,0,,,,1.06,0.0859201811545,,,,,0.92916,,1,0.07,0.312412948233,0.146016202052,0.84,0.12987013557,,,,,0.84191,,1,0.09,0.360683020778,0.379663774992,0.875559,,0,,,,0.971992,,1,0.06,0.353764860917,0.402368022285,0.96,0.161545778392,,,,,0.847453,,1,0.09,0.428992823303,0.713936318445,0.94552,,0,,,,0.86,0.161545778392,,,,,0.78,0.192825475679,,,,,0.78,0.199160604243,,,,,0.825851,,0,,,,0.925223,,1,0.07,0.543476888605,0.811490675703
1.14,0.0292999696103,,,,,1.12,0.0479094097682,,,,,1.188112,,1,0.01,0.121888493085,0.11417322071,1.12,0.0479094097682,,,,,1.24,0.0795850525901,,,,,1.16,0.0795850525901,,,,,1.08,0.0922553097189,,,,,0.94,0.0795850525901,,,,,0.841514,,0,,,,0.854981,,0,,,,0.88,0.123535007006,,,,,0.98,0.104529621312,,,,,0.966023,,0,,,,0.858339,,0,,,,0.957554,,1,0.07,0.437416931584,0.400667459195,0.861461,,1,0.09,0.464632132115,0.573245403779,0.787812,,1,0.11,0.483506159571,0.953143113395,0.785737,,1,0.11,0.509081618251,0.655196158924,0.836383,,1,0.1,0.506465016248,0.827756947414,0.933885,,0,,,
1.143827,,0,,,,1.14,0.0479094097682,,,,,1.2,0.0419702267391,,,,,1.14,0.0479094097682,,,,,1.26,0.0859201811545,,,,,1.174753,,1,0.02,0.210908372393,0.22704418452,1.08094,,1,0.04,0.248039063609,0.30351291908,0.944413,,0,,,,0.856294,,1,0.1,0.361179350327,0.366201428718,0.86,0.123535007006,,,,,0.891192,,1,0.09,0.339755322565,0.503159228058,0.985193,,0,,,,0.978634,,1,0.07,0.418874138727,0.480931934294,0.86,0.155210649827,,,,,0.96,0.167484961421,,,,,0.871655,,0,,,,0.797392,,0,,,,0.794943,,0,,,,0.84,0.18015521855,,,,,0.94,0.205495732807,,,,
1.16,0.0419702267391,,,,,1.147448,,1,0.03,0.135075859236,0.117267395379,1.22,0.0419702267391,,,,,1.146303,,1,0.03,0.135701813046,0.101938855614,1.28,0.0795850525901,,,,,1.18,0.0859201811545,,,,,1.099839,,0,,,,0.96,0.0859201811545,,,,,0.86,0.123535007006,,,,,0.869242,,1,0.1,0.369930168144,0.296989771448,0.9,0.110864749877,,,,,0.999819,,1,0.07,0.363386672801,0.289177015611,0.98,0.148875521263,,,,,0.870328,,1,0.1,0.444375504673,0.63099757184,0.968509,,0,,,,0.88,0.155210649827,,,,,0.8,0.205495732807,,,,,0.8,0.205495732807,,,,,0.845668,,0,,,,0.943377,,1,0.08,0.555174963996,0.477269420338
1.18,0.0479094097682,,,,,1.16,0.0419702267391,,,,,1.225986,,0,,,,1.16,0.0479094097682,,,,,1.3,0.0795850525901,,,,,1.197074,,0,,,,1.1,0.0859201811545,,,,,0.960933,,1,0.08,0.319041781326,0.27124581874,0.869303,,0,,,,0.88,0.136205264134,,,,,0.904966,,0,,,,1,0.123535007006,,,,,0.989922,,0,,,,0.88,0.167484961421,,,,,0.98,0.173820089985,,,,,0.882705,,1,0.1,0.477659679662,0.653223015308,0.808089,,1,0.12,,,0.805138,,1,0.12,,,0.855819,,1,0.11,0.521290326286,0.697794610307,0.951899,,0,,,
1.18428,,1,0.03,0.132520000668,0.0918435484329,1.18,0.0356350981747,,,,,1.24,0.0419702267391,,,,,1.18,0.0356350981747,,,,,1.315178,,1,0,,,1.2,0.0795850525901,,,,,1.12,0.0795850525901,,,,,0.975592,,0,,,,0.88,0.12987013557,,,,,0.88198,,0,,,,0.92,0.110864749877,,,,,1.012819,,0,,,,1,0.155210649827,,,,,0.880947,,0,,,,0.980181,,1,0.08,0.446375159096,0.391150060814,0.89253,,0,,,,0.817392,,0,,,,0.814081,,0,,,,0.86,0.205495732807,,,,,0.96,0.205495732807,,,,
1.2,0.0479094097682,,,,,1.182122,,0,,,,1.26,0.0356350981747,,,,,1.180889,,0,,,,1.32,0.0922553097189,,,,,1.22,0.0859201811545,,,,,1.120308,,1,0.05,0.258252622369,0.215363262569,0.98,0.0985904382833,,,,,0.883603,,1,0.11,0.37040283068,0.309288728575,0.895987,,1,0.11,0.379372217949,0.409089855013,0.92001,,1,0.1,0.350006874663,0.208309444146,1.02,0.123535007006,,,,,1.002189,,1,0.08,0.429992937043,0.46313924522,0.892483,,1,0.11,0.455466710614,0.370239705554,0.990745,,0,,,,0.9,0.167484961421,,,,,0.82,0.18015521855,,,,,0.82,0.205495732807,,,,,0.864812,,0,,,,0.961252,,1,0.09,0.564305101343,0.544284408613
1.22,0.0356350981747,,,,,1.2,0.0479094097682,,,,,1.267223,,1,0.02,0.130400478901,0.101017734168,1.2,0.0479094097682,,,,,1.338113,,0,,,,1.221015,,1,0.03,0.221002789335,0.209357914026,1.138642,,0,,,,0.99187,,1,0.09,0.328271530079,0.325434451014,0.896273,,0,,,,0.9,0.123535007006,,,,,0.933568,,0,,,,1.027043,,1,0.08,0.373358240533,0.443380120153,1.013049,,0,,,,0.9,0.161545778392,,,,,1,0.155210649827,,,,,0.903349,,1,0.11,0.489471354893,0.49109739066,0.84,0.205495732807,,,,,0.84,0.199160604243,,,,,0.874762,,1,0.12,,,0.969649,,0,,,
1.220161,,0,,,,1.219243,,1,0.04,0.143433044513,0.115539493036,1.28,0.0356350981747,,,,,1.21806,,1,0.04,0.143875228116,0.125869304407,1.34,0.0859201811545,,,,,1.24,0.0795850525901,,,,,1.14,0.0795850525901,,,,,1,0.0795850525901,,,,,0.9,0.123535007006,,,,,0.908284,,0,,,,0.94,0.142540392699,,,,,1.039651,,0,,,,1.02,0.155210649827,,,,,0.902832,,0,,,,1.002368,,1,0.09,0.456722979194,0.541632207841,0.9129,,0,,,,0.86,0.199160604243,,,,,0.86,0.199160604243,,,,,0.88,0.18015521855,,,,,0.978824,,1,0.1,0.574790620857,0.64915054642
1.24,0.0479094097682,,,,,1.22,0.0419702267391,,,,,1.3,0.0419702267391,,,,,1.22,0.0356350981747,,,,,1.36,0.0985904382833,,,,,1.242293,,0,,,,1.158424,,1,0.06,0.266974086694,0.24226420757,1.006197,,0,,,,0.910303,,1,0.12,,,0.92,0.117199878441,,,,,0.948342,,1,0.11,0.357800666723,0.341866474243,1.04,0.12987013557,,,,,1.025161,,1,0.09,0.442561112631,0.631077678633,0.914246,,1,0.12,,,1.012724,,0,,,,0.92,0.167484961421,,,,,0.88,0.186490347114,,,,,0.88,0.18015521855,,,,,0.883462,,0,,,,0.98,0.186490347114,,,,
1.257864,,1,0.04,0.140373736485,0.12161959076,1.24,0.0356350981747,,,,,1.303003,,0,,,,1.24,0.0292999696103,,,,,1.363651,,1,0.01,0.212200323428,0.243430724918,1.26,0.0795850525901,,,,,1.16,0.0732499240257,,,,,1.02,0.0922553097189,,,,,0.92,0.123535007006,,,,,0.921982,,1,0.12,,,0.96,0.12987013557,,,,,1.053414,,1,0.09,0.384889559448,0.431165321021,1.035689,,0,,,,0.92,0.148875521263,,,,,1.02,0.167484961421,,,,,0.923574,,1,0.12,,,0.9,0.186490347114,,,,,0.9,0.205495732807,,,,,0.9,0.205495732807,,,,,0.986994,,0,,,
1.26,0.0419702267391,,,,,1.252095,,0,,,,1.32,0.0479094097682,,,,,1.25067,,0,,,,1.38,0.0795850525901,,,,,1.265333,,1,0.04,0.232353350475,0.302874638919,1.17608,,0,,,,1.021886,,1,0.1,0.334748655044,0.106143704944,0.922352,,0,,,,0.933882,,0,,,,0.961446,,0,,,,1.06,0.117199878441,,,,,1.04,0.155210649827,,,,,0.924246,,0,,,,1.023986,,1,0.1,0.468370436568,0.535938092334,0.932837,,0,,,,0.92,0.205495732807,,,,,0.92,0.211830861372,,,,,0.92,0.192825475679,,,,,0.996054,,1,0.11,0.58887143803,0.985302984921
1.28,0.0356350981747,,,,,1.26,0.0479094097682,,,,,1.34,0.0419702267391,,,,,1.26,0.0479094097682,,,,,1.385525,,0,,,,1.28,0.0859201811545,,,,,1.18,0.0795850525901,,,,,1.036016,,0,,,,0.94,0.136205264134,,,,,0.94,0.123535007006,,,,,0.975927,,1,0.12,,,1.065637,,0,,,,1.047404,,1,0.1,0.456989428671,0.666257756351,0.94,0.167484961421,,,,,1.034129,,0,,,,0.94,0.155210649827,,,,,0.94,0.211830861372,,,,,0.94,0.186490347114,,,,,0.94,0.18015521855,,,,,1,0.186490347114,,,,
